FullName,PlayerName,Affiliation,Champions League,League,League Nation,Jersey,Birth Date,Age,Height (meters),Position,Foot,Agent,Agent Yes/No,PlayerSponsor,Nationality,Nation/League,Continent,Games Played,2018/19 Games Played,Market Value (Euros),Accumulated Transfer Sums (Euros),Highest Market Value (Euros),Highest Market Value Date,Years Since Peak,NationalTeamCaps,MostRecentInjury
,Ivan Ignatjev,Krasnodar,No,Premier Liga,Russia,#17,1/6/1999,20,1.80,Forward ,right,NA,No,adidas,Russia,Yes,UEFA,4,0,6000000,0,6000000,43630,0,7,NA
,Matvey Safonov,Krasnodar,No,Premier Liga,Russia,#39,2/25/1999,20,1.92,Goalkeeper,right,NA,No,Other,Russia,Yes,UEFA,18,0,6000000,0,6000000,43630,0,7,NA
,Ianis Hagi,KRC Genk,Yes,Jupiler Pro League,Belgium,#23,10/22/1998,21,1.82,Midfielder ,both,Pietro Chiodi ...,Yes,Nike,Romania,No,UEFA,3,0,6000000,8800000,6000000,43634,0,7,NA
Paul Ebere Onuachu,Paul Onuachu,KRC Genk,Yes,Jupiler Pro League,Belgium,#18,5/28/1994,25,2.01,Forward ,right,Boutique Transfers,Yes,Other,Nigeria,No,CAF,4,0,6000000,6000000,6000000,43624,0,7,NA
,Sung-yong Ki,Newcastle,No,Premier League,England,#4,1/24/1989,30,1.89,Midfielder ,right,Global Sports Agent ...,Yes,Other,"Korea, South",No,AFC,0,0,6000000,9400000,10000000,42186,4,113,NA
Vlad Iulian Chiriches,Vlad Chiriches,Sassuolo,No,Serie A,Italy,#21,11/14/1989,30,1.84,Defender ,right,Pietro Chiodi ...,Yes,Other,Romania,No,UEFA,0,0,6000000,20100000,11000000,41654,5,56,Biceps femoris muscle injury: Return unknown
,Vyacheslav Karavaev,Zenit S-Pb,Yes,Premier Liga,Russia,#15,5/20/1995,24,1.76,Defender ,right,SPORT INVEST ...,Yes,Other,Russia,Yes,UEFA,1,0,6000000,10500000,6000000,43718,0,1,NA
Theoson-Jordan Siebatcheu,Jordan Siebatcheu,Stade Rennais,No,Ligue 1,France,#9,4/26/1996,23,1.90,Forward ,right,SEG,Yes,Other,France,Yes,UEFA,0,0,6000000,9000000,7000000,43349,1,2,NA
Percy Muzi Tau,Percy Tau,Club Brugge,Yes,Jupiler Pro League,Belgium,#35,5/13/1994,25,1.75,Forward ,left,NA,No,Other,South Africa,No,CAF,2,0,6000000,3200000,6000000,43721,0,21,NA
Thierry Rendall Correia,Thierry Correia,Valencia,Yes,LaLiga,Spain,#2,3/9/1999,20,1.79,Defender ,right,EUROFOOT BV,Yes,Other,Portugal,No,UEFA,0,0,6000000,12000000,6000000,43718,0,3,NA
,Gojko Cimirot,Standard Liege,No,Jupiler Pro League,Belgium,#8,12/19/1992,26,1.78,Midfielder ,right,World of Soccer,Yes,Other,Bosnia-Herzegovina,No,UEFA,1,38,5500000,3820000,5500000,43626,0,22,NA
,Kevin Bonifazi,Torino,No,Serie A,Italy,#14,5/19/1996,23,1.87,Defender ,right,Pagliari & Minieri ...,Yes,Other,Italy,Yes,UEFA,1,27,5500000,1030000,5500000,43622,0,7,Hand fracture: Return unknown
,Guido Burgstaller,FC Schalke 04,No,Bundesliga,Germany,#19,4/29/1989,30,1.87,Forward ,right,Alliance ...,Yes,adidas,Austria,No,UEFA,0,24,5500000,2200000,13000000,43256,1,25,NA
,Charles Kabore,Dinamo Moscow,No,Premier Liga,Russia,#77,2/9/1988,31,1.82,Midfielder ,right,NA,No,Other,Burkina Faso,No,CAF,0,24,5500000,2600000,7500000,42058,4,92,NA
Fernando dos Santos Pedro,Fernando,Sporting CP,No,Liga NOS,Portugal,#18,3/1/1999,20,1.76,Forward ,right,no agent,Yes,adidas,Brazil,No,CONMEBOL,2,22,5500000,5500000,5500000,43318,0,0,Knock: Return unknown
Cristian Benavente Bristol,Cristian Benavente,FC Nantes,No,Ligue 1,France,#10,5/19/1994,25,1.72,Midfielder ,left,SEG,Yes,adidas,Peru,No,CONMEBOL,0,22,5500000,6200000,5500000,43461,0,19,NA
,Enzo Loiodice,Dijon,No,Ligue 1,France,#12,11/27/2000,18,1.76,Midfielder ,right,NABE M&C,Yes,Other,France,Yes,UEFA,0,12,5500000,0,5500000,43397,0,6,NA
,Yacine Adli,G. Bordeaux,No,Ligue 1,France,#19,7/29/2000,19,1.86,Midfielder ,right,NA,No,Other,France,Yes,UEFA,2,7,5500000,5500000,5500000,43531,0,4,NA
,Benoît Costil,G. Bordeaux,No,Ligue 1,France,#1,7/3/1987,32,1.88,Goalkeeper,right,Relatives,Yes,Other,France,Yes,UEFA,15,0,5500000,0,8000000,41653,5,1,NA
,Chang-hun Kwon,SC Freiburg,No,Bundesliga,Germany,#28,6/30/1994,25,1.73,Forward ,left,Apertura Sports GmbH,Yes,Other,"Korea, South",No,AFC,1,0,5500000,4500000,7500000,43255,1,23,NA
Sergino Gianni Dest,Sergino Dest,Ajax,Yes,Eredivisie,Netherlands,#28,11/3/2000,19,1.75,Defender ,right,IN2-SPORTS,Yes,Other,United States,No,CONCACAF,0,0,5500000,0,5500000,43727,0,3,NA
John Alexander Fleck,John Fleck,Sheffield Utd.,No,Premier League,England,#4,8/24/1991,28,1.69,Midfielder ,left,Samii ...,Yes,Other,Scotland,No,UEFA,1,45,5000000,0,5000000,43644,0,2,NA
Luke Anthony Freeman,Luke Freeman,Sheffield Utd.,No,Premier League,England,#8,3/22/1992,27,1.76,Midfielder ,left,YMU Group,Yes,Other,England,Yes,UEFA,0,43,5000000,6250000,5000000,43720,0,2,NA
Oliver James Norwood,Oliver Norwood,Sheffield Utd.,No,Premier League,England,#16,4/12/1991,28,1.75,Midfielder ,right,Unique Sports ...,Yes,adidas,Northern Ireland,No,UEFA,0,43,5000000,4210000,5000000,43644,0,57,NA
José Ignacio Peleteiro Ramallo,Jota,Aston Villa,No,Premier League,England,#23,6/16/1991,28,1.80,Forward ,left,Allthewayup Sports,Yes,Other,Spain,No,UEFA,0,40,5000000,12500000,5000000,42996,0,0,NA
,Francesco Caputo,Sassuolo,No,Serie A,Italy,#9,8/6/1987,32,1.81,Forward ,right,"Fedele, Gaetano",Yes,Other,Italy,Yes,UEFA,5,38,5000000,10750000,5000000,43746,0,0,NA
Lukasz Fabianski,Lukasz Fabianski,West Ham,No,Premier League,England,#1,4/18/1985,34,1.90,Goalkeeper,right,Spielerrat GmbH,Yes,adidas,Poland,No,UEFA,8,38,5000000,12480000,9000000,42583,3,52,"Hip Injury: Return expected on Jan 1, 2020"
Muhamed Besic,Muhamed Besic,Sheffield Utd.,No,Premier League,England,#27,9/10/1992,27,1.80,Midfielder ,right,no agent,Yes,Other,Bosnia-Herzegovina,No,UEFA,0,37,5000000,4800000,6000000,42409,3,44,NA
,Luigi Sepe,Parma,No,Serie A,Italy,#1,5/8/1991,28,1.85,Goalkeeper,left,M.A.R.A.T. Football ...,Yes,Other,Italy,Yes,UEFA,15,37,5000000,750000,5000000,43622,0,4,NA
Federico San Emeterio Díaz,Fede San Emeterio,Real Valladolid,No,LaLiga,Spain,#16,3/16/1997,22,1.76,Midfielder ,right,NA,No,Other,Spain,Yes,UEFA,0,36,5000000,900000,5000000,43645,0,0,NA
Craig George Cathcart,Craig Cathcart,Watford,No,Premier League,England,#15,2/6/1989,30,1.89,Defender ,right,NA,No,Other,Northern Ireland,No,UEFA,0,36,5000000,625000,5000000,43629,0,41,NA
Moisés Gómez Bordonado,Moi Gomez,Villarreal,No,LaLiga,Spain,#23,6/23/1994,25,1.76,Forward ,right,InterStarDeporte,Yes,Other,Spain,Yes,UEFA,2,36,5000000,1300000,5000000,42027,0,3,NA
José Ángel Valdés Díaz,Jose Angel,SD Eibar,No,LaLiga,Spain,#15,9/5/1989,30,1.82,Defender ,,NA,No,Other,Spain,Yes,UEFA,1,35,5000000,4500000,5000000,43627,0,4,NA
Emil Henry ­Kristoffer Krafth,Emil Krafth,Newcastle,No,Premier League,England,#17,8/2/1994,25,1.84,Defender ,right,Global Soccer ...,Yes,Other,Sweden,No,UEFA,0,35,5000000,7900000,5000000,43720,0,21,NA
,Matthias Zimmermann,F. Dusseldorf,No,Bundesliga,Germany,#25,6/16/1992,27,1.77,Defender ,right,ISMG International,Yes,Other,Germany,Yes,UEFA,0,34,5000000,1150000,5000000,43621,0,4,NA
,Sebastien Dewaest,KRC Genk,Yes,Jupiler Pro League,Belgium,#6,5/27/1991,28,1.88,Defender ,right,Creative & ...,Yes,Other,Belgium,Yes,UEFA,1,34,5000000,0,5000000,43721,0,4,NA
Nuno Miguel da Costa Jóia,Nuno Da Costa,R. Strasbourg,No,Ligue 1,France,#29,2/10/1991,28,1.82,Forward ,right,SEG,Yes,Other,Cape Verde,No,CAF,0,34,5000000,0,5000000,43451,0,3,NA
,Enes unal,Real Valladolid,No,LaLiga,Spain,#9,5/10/1997,22,1.87,Forward ,right,FOOTALENT,Yes,Other,Turkey,No,UEFA,1,33,5000000,18400000,14000000,42964,2,13,NA
Rubén Duarte Sánchez,Ruben Duarte,Alaves,No,LaLiga,Spain,#3,10/18/1995,24,1.80,Defender ,left,Promoesport,Yes,Other,Spain,Yes,UEFA,0,33,5000000,400000,5000000,43627,0,9,NA
Carlos Arturo Bacca Ahumada,Carlos Bacca,Villarreal,No,LaLiga,Spain,#9,9/8/1986,33,1.81,Forward ,right,NA,No,Nike,Colombia,No,CONMEBOL,0,33,5000000,51000000,25000000,42186,4,52,NA
,Damien Da Silva,Stade Rennais,No,Ligue 1,France,#3,5/17/1988,31,1.84,Defender ,right,NA,No,Other,France,Yes,UEFA,0,33,5000000,300000,5500000,43255,1,0,NA
Anthony Briançon,Anthony Briancon,Nimes Olympique,No,Ligue 1,France,#23,11/28/1994,24,1.85,Defender ,right,DC International ...,Yes,Other,France,Yes,UEFA,0,33,5000000,0,5000000,43451,0,0,NA
,Gyrano Kerk,FC Utrecht,No,Eredivisie,Netherlands,#7,12/2/1995,23,1.75,Forward ,right,Ceasar Sports ...,Yes,Other,Netherlands,Yes,UEFA,5,33,5000000,0,5000000,43727,0,0,NA
,Fabio Depaoli,Sampdoria,No,Serie A,Italy,#12,4/24/1997,22,1.78,Defender ,right,Base Soccer Agency ...,Yes,adidas,Italy,Yes,UEFA,0,33,5000000,4500000,5000000,43525,0,5,NA
Manuel Javier Vallejo Galván,Manu Vallejo,Valencia,Yes,LaLiga,Spain,#15,2/14/1997,22,1.67,Forward ,right,Promoesport,Yes,Other,Spain,Yes,UEFA,0,33,5000000,5500000,5000000,43515,0,3,NA
,Kalifa Coulibaly,FC Nantes,No,Ligue 1,France,#7,8/21/1991,28,1.97,Forward ,right,Relatives,Yes,Other,Mali,No,CAF,3,32,5000000,4500000,5000000,43619,0,11,NA
,Kemar Roofe,RSC Anderlecht,No,Jupiler Pro League,Belgium,#93,1/6/1993,26,1.78,Forward ,right,WBD Sports,Yes,Other,Jamaica,No,CONCACAF,5,32,5000000,9500000,5000000,43523,0,0,NA
,Albin Ekdal,Sampdoria,No,Serie A,Italy,#6,7/28/1989,30,1.86,Midfielder ,right,Martin Klette,Yes,adidas,Sweden,No,UEFA,0,32,5000000,14000000,5000000,43454,0,50,NA
Leandro Daniel Cabrera Sasía,Leandro Cabrera,Getafe,No,LaLiga,Spain,#6,6/17/1991,28,1.88,Defender ,left,Relatives,Yes,Other,Uruguay,No,CONMEBOL,0,32,5000000,2100000,5000000,43627,0,13,NA
,Jonas Lossl,Everton,No,Premier League,England,#49,2/1/1989,30,1.95,Goalkeeper,right,Boutique Transfers,Yes,Nike,Denmark,No,UEFA,0,31,5000000,5500000,5000000,43248,0,1,NA
,Baptiste Reynet,Toulouse,No,Ligue 1,France,#30,10/28/1990,29,1.85,Goalkeeper,right,NA,No,Other,France,Yes,UEFA,25,31,5000000,4000000,5000000,43124,0,0,NA
José Andrés Guardado Hernández,Andres Guardado,Real Betis,No,LaLiga,Spain,#18,9/28/1986,33,1.69,Midfielder ,left,YOU FIRST SPORTS ,Yes,adidas,Mexico,No,CONCACAF,0,31,5000000,13300000,12000000,40016,10,161,NA
,Angelo Fulgini,SCO Angers,No,Ligue 1,France,#10,8/20/1996,23,1.83,Midfielder ,right,H2C Sport Consulting,Yes,Other,France,Yes,UEFA,0,31,5000000,1400000,5000000,43619,0,3,NA
,Renato Steffen,VfL Wolfsburg,No,Bundesliga,Germany,#8,11/3/1991,28,1.70,Forward ,left,Kögl & Partner GmbH,Yes,Other,Switzerland,No,UEFA,0,31,5000000,3450000,5000000,43621,0,10,NA
,Andrea Cistana,Brescia,No,Serie A,Italy,#15,4/1/1997,22,1.87,Defender ,right,Giuseppe Galli,Yes,Other,Italy,Yes,UEFA,1,30,5000000,0,5000000,43746,0,0,NA
,Lois Diony,Saint-Etienne,No,Ligue 1,France,#9,12/20/1992,26,1.83,Forward ,right,CH Conseil et ...,Yes,Other,France,Yes,UEFA,0,30,5000000,10000000,6000000,43020,2,0,NA
,Maxime Poundje,G. Bordeaux,No,Ligue 1,France,#29,8/16/1992,27,1.79,Defender ,left,NA,No,Other,France,Yes,UEFA,0,30,5000000,0,5000000,43619,0,0,NA
Ashley Simon Young,Ashley Young,Man Utd,No,Premier League,England,#18,7/9/1985,34,1.76,Defender ,both,Base Soccer Agency ...,Yes,adidas,England,Yes,UEFA,0,30,5000000,31200000,27000000,41084,7,39,NA
,Antonin Bobichon,SCO Angers,No,Ligue 1,France,#23,9/14/1995,24,1.70,Midfielder ,right,LIAN SPORTS,Yes,Other,France,Yes,UEFA,0,30,5000000,1500000,5000000,43619,0,0,NA
David Remeseiro Salgueiro,Jason,Getafe,No,LaLiga,Spain,#23,7/6/1994,25,1.78,Forward ,right,Leaderbrock Sports,Yes,Other,Spain,Yes,UEFA,1,30,5000000,0,5000000,43627,0,0,NA
Isaac Success Ajayi,Isaac Success,Watford,No,Premier League,England,#22,1/7/1996,23,1.82,Forward ,right,NA,No,Nike,Nigeria,No,CAF,0,30,5000000,15400000,5000000,43453,0,4,NA
Joao Paulo Dias Fernandes,Paulinho,Braga,No,Liga NOS,Portugal,#20,11/9/1992,27,1.88,Forward ,,Carlos Leite,Yes,Other,Portugal,Yes,UEFA,4,29,5000000,0,5000000,43623,0,0,NA
,Samuel Moutoussamy,FC Nantes,No,Ligue 1,France,#18,8/12/1996,23,1.76,Midfielder ,left,NA,No,Other,DR Congo,No,#N/A,0,28,5000000,0,5000000,43619,0,2,NA
,Jonathan Schmid,SC Freiburg,No,Bundesliga,Germany,#7,6/22/1990,29,1.79,Defender ,right,ISMG International,Yes,Other,France,No,UEFA,2,28,5000000,12700000,5000000,41455,0,0,NA
Kenneth Josiah Omeruo,Kenneth Omeruo,CD Leganes,No,LaLiga,Spain,#4,10/17/1993,26,1.85,Defender ,right,90 Sports UK,Yes,adidas,Nigeria,No,CAF,0,28,5000000,5800000,5000000,43524,0,50,NA
,Francesco Vicari,SPAL,No,Serie A,Italy,#23,8/3/1994,25,1.90,Defender ,right,Gr Sports,Yes,Other,Italy,Yes,UEFA,0,28,5000000,220000,5000000,43622,0,1,NA
Kevin Antonio Joel Gislain Mirallas y Castillo,Kevin Mirallas,Royal Antwerp,No,Jupiler Pro League,Belgium,#87,10/5/1987,32,1.82,Forward ,right,Christophe Henrotay,Yes,Other,Belgium,Yes,UEFA,1,27,5000000,15300000,15000000,42047,4,60,NA
,Alexis Blin,SC Amiens,No,Ligue 1,France,#17,9/16/1996,23,1.84,Midfielder ,right,Kemari,Yes,Other,France,Yes,UEFA,0,27,5000000,1650000,8000000,43124,1,2,NA
,Saman Ghoddos,SC Amiens,No,Ligue 1,France,#7,9/6/1993,26,1.77,Forward ,right,CLS Mundial,Yes,Other,Iran,No,AFC,0,27,5000000,4080000,5000000,43397,0,21,"Suspension through sports court - cross-competitionuntil Dec 29, 2019"
Pancrazio Paolo Faragò,Paolo Farago,Cagliari Calcio,No,Serie A,Italy,#24,2/12/1993,26,1.87,Defender ,right,All Stars Managament,Yes,Other,Italy,Yes,UEFA,1,26,5000000,2300000,6000000,43258,1,1,NA
Shane Patrick Long,Shane Long,Southampton,No,Premier League,England,#7,1/22/1987,32,1.80,Forward ,both,not clarified,Yes,Other,Ireland,No,UEFA,0,26,5000000,28580000,10000000,41917,5,82,NA
,Kevin Stoger,F. Dusseldorf,No,Bundesliga,Germany,#22,8/27/1993,26,1.75,Midfielder ,left,Karlheinz Förster,Yes,Other,Austria,No,UEFA,9,25,5000000,1300000,5000000,43621,0,0,Cruciate Ligament Rupture: Return unknown
Mitchell Clement Dijks,Mitchell Dijks,Bologna,No,Serie A,Italy,#35,2/9/1993,26,1.94,Defender ,left,ESA Soccer,Yes,Nike,Netherlands,No,UEFA,0,25,5000000,0,5000000,43746,0,3,Foot Injury: Return unknown
Alex Simon McCarthy,Alex McCarthy,Southampton,No,Premier League,England,#1,12/3/1989,29,1.93,Goalkeeper,right,YMU Group,Yes,Other,England,Yes,UEFA,3,25,5000000,13400000,5000000,43453,0,1,NA
,Sofiane Alakouch,Nimes Olympique,No,Ligue 1,France,#29,7/29/1998,21,1.75,Defender ,right,Wasserman,Yes,Other,France,Yes,UEFA,0,25,5000000,0,5000000,43619,0,1,NA
,Adrien Trebel,RSC Anderlecht,No,Jupiler Pro League,Belgium,#25,3/3/1991,28,1.74,Midfielder ,left,SPORTBACK,Yes,Nike,France,No,UEFA,0,25,5000000,3000000,8500000,43354,1,10,Knee Surgery: Return unknown
Cristian Daniel Ansaldi,Cristian Ansaldi,Torino,No,Serie A,Italy,#15,9/20/1986,33,1.81,Defender ,both,Pedro Aldave,Yes,Other,Argentina,No,CONMEBOL,1,24,5000000,32250000,12000000,40739,8,5,NA
,Florian Niederlechner,FC Augsburg,No,Bundesliga,Germany,#7,10/24/1990,29,1.87,Forward ,left,Haspel ...,Yes,Other,Germany,Yes,UEFA,4,24,5000000,7220000,5500000,42905,2,0,NA
,Milan Badelj,Fiorentina,No,Serie A,Italy,#5,2/25/1989,30,1.86,Midfielder ,right,Alessandro Lucci - ...,Yes,adidas,Croatia,No,UEFA,0,23,5000000,8700000,15000000,43258,1,49,NA
Toma Basic,Toma Basic,G. Bordeaux,No,Ligue 1,France,#26,11/25/1996,22,1.89,Midfielder ,right,Soccer11,Yes,Other,Croatia,No,UEFA,0,23,5000000,3500000,5000000,43619,0,8,NA
Hörður Björgvin Magnússon,Hordur Magnusson,CSKA Moscow,No,Premier Liga,Russia,#23,2/11/1993,26,1.90,Defender ,left,Stellar Football Ltd,Yes,Other,Iceland,No,UEFA,2,23,5000000,6900000,5000000,43454,0,28,NA
,Jetro Willems,Newcastle,No,Premier League,England,#15,3/30/1994,25,1.69,Defender ,left,Pro Athlete,Yes,Other,Netherlands,No,UEFA,1,23,5000000,6300000,10000000,42186,4,22,NA
,Igor Smolnikov,Zenit S-Pb,Yes,Premier Liga,Russia,#19,8/8/1988,31,1.78,Defender ,right,FM Sports Agency,Yes,Other,Russia,Yes,UEFA,0,23,5000000,9200000,12000000,42522,3,29,NA
,Aleksandr Maksimenko,Spartak Moscow,No,Premier Liga,Russia,#98,3/19/1998,21,1.87,Goalkeeper,left,Pavel Andreev,Yes,Other,Russia,Yes,UEFA,14,23,5000000,7000,5000000,43718,0,1,NA
,Jonas Martin,Stade Rennais,No,Ligue 1,France,#28,4/9/1990,29,1.84,Midfielder ,right,Wasserman,Yes,Other,France,Yes,UEFA,1,23,5000000,8100000,5000000,43451,0,1,NA
Robert Beric,Robert Beric,Saint-Etienne,No,Ligue 1,France,#27,6/17/1991,28,1.88,Forward ,right,AR Sport Management,Yes,Other,Slovenia,No,UEFA,1,23,5000000,9250000,5500000,42253,4,24,NA
,Saido Berahino,Zulte Waregem,No,Jupiler Pro League,Belgium,#38,8/4/1993,26,1.79,Forward ,right,Sync Global Sports,Yes,Nike,Burundi,No,CAF,4,23,5000000,13900000,15000000,42186,4,10,Unknown Injury: Return unknown
,Musa Barrow,Atalanta,Yes,Serie A,Italy,#99,11/14/1998,21,1.83,Forward ,right,Sportlex Srl,Yes,Other,The Gambia,No,CAF,0,22,5000000,200000,6000000,43258,1,3,NA
Gilbert Imbula Wanga,Giannelli Imbula,Lecce,No,Serie A,Italy,#85,9/12/1992,27,1.86,Midfielder ,left,YOU FIRST SPORTS ,Yes,Other,DR Congo,No,CAF,0,22,5000000,51750000,18000000,42409,3,0,NA
Jean-Eric Maxim Choupo-Moting,Eric Maxim Choupo-Moting,Paris SG,Yes,Ligue 1,France,#17,3/23/1989,30,1.91,Forward ,right,ROGON,Yes,Puma,Cameroon,No,CAF,3,22,5000000,50000,10000000,42039,4,49,NA
,Younousse Sankhare,G. Bordeaux,No,Ligue 1,France,#13,9/10/1989,30,1.84,Midfielder ,left,,No,Other,Senegal,No,CAF,28,22,5000000,4200000,5000000,43124,0,7,NA
,Erik Pieters,Burnley,No,Premier League,England,#23,8/7/1988,31,1.83,Defender ,left,Unique Sports ...,Yes,Nike,Netherlands,No,UEFA,0,21,5000000,7200000,7000000,42583,3,18,NA
Matthew John Lowton,Matthew Lowton,Burnley,No,Premier League,England,#2,6/9/1989,30,1.80,Defender ,right,NA,No,adidas,England,Yes,UEFA,0,21,5000000,5150000,5000000,43102,0,0,NA
,Renzo Saravia,FC Porto,No,Liga NOS,Portugal,#24,6/16/1993,26,1.76,Defender ,right,Relatives,Yes,Other,Argentina,No,CONMEBOL,0,21,5000000,6770000,5000000,43452,0,9,NA
Zouhair Feddal Agharbi,Zouhair Feddal,Real Betis,No,LaLiga,Spain,#4,12/23/1989,29,1.92,Defender ,left,Promoesport,Yes,Other,Morocco,No,CAF,0,21,5000000,2850000,5000000,43627,0,14,"Yellow card suspension - LaLigauntil Nov 24, 2019"
,Yuya Osako,Werder Bremen,No,Bundesliga,Germany,#8,5/18/1990,29,1.82,Forward ,right,Sarcle Co. Ltd.,Yes,Nike,Japan,No,AFC,3,21,5000000,6600000,6000000,43297,1,45,NA
Felipe Nicolás Avenatti Dovillabichus,Felipe Avenatti,Standard Liege,No,Jupiler Pro League,Belgium,#25,4/26/1993,26,1.96,Forward ,left,Paco Casal,Yes,Other,Uruguay,No,CONMEBOL,0,21,5000000,8500000,5000000,43626,0,5,NA
Vicente Guaita Panadero,Vicente Guaita,Crystal Palace,No,Premier League,England,#31,1/10/1987,32,1.90,Goalkeeper,right,JCRsport,Yes,Puma,Spain,No,UEFA,12,20,5000000,0,10000000,41128,7,0,NA
Fernando Llorente Torres,Fernando Llorente,SSC Napoli,Yes,Serie A,Italy,#9,2/26/1985,34,1.93,Forward ,right,Base Soccer Agency ...,Yes,adidas,Spain,No,UEFA,2,20,5000000,21000000,30000000,41128,7,24,NA
Raúl Albiol Tortajada,Raul Albiol,Villarreal,No,LaLiga,Spain,#3,9/4/1985,34,1.90,Defender ,right,Manuel García ...,Yes,Other,Spain,Yes,UEFA,0,20,5000000,32000000,18000000,40280,9,56,"Yellow card suspension - LaLigauntil Nov 25, 2019"
Patrick John Joseph Roberts,Patrick Roberts,Norwich,No,Premier League,England,#7,2/5/1997,22,1.67,Forward ,left,Stellar Football Ltd,Yes,adidas,England,Yes,UEFA,0,19,5000000,7200000,7500000,42914,2,9,NA
,Giangiacomo Magnani,Brescia,No,Serie A,Italy,#20,10/4/1995,24,1.90,Defender ,left,TMP SOCCER srl ,Yes,Other,Italy,Yes,UEFA,0,19,5000000,10500000,5000000,43454,0,0,NA
Romain Ghanem Paul Saiss,Romain Saiss,Wolves,No,Premier League,England,#27,3/26/1990,29,1.88,Midfielder ,right,Eden Sports Group,Yes,Other,Morocco,No,CAF,1,19,5000000,4000000,6000000,43257,1,30,NA
Wayne Robert Hennessey,Wayne Hennessey,Crystal Palace,No,Premier League,England,#13,1/24/1987,32,1.97,Goalkeeper,right,Stellar Football Ltd,Yes,Nike,Wales,No,UEFA,4,18,5000000,3650000,5500000,41084,7,85,NA
,Juraj Kucka,Parma,No,Serie A,Italy,#33,2/26/1987,32,1.86,Midfielder ,right,Stars & Friends,Yes,Nike,Slovakia,No,UEFA,1,18,5000000,16760000,9000000,42566,3,66,NA
Javier Manquillo Gaitán,Javier Manquillo,Newcastle,No,Premier League,England,#19,5/5/1994,25,1.78,Defender ,right,Stellar Football Ltd,Yes,Other,Spain,No,UEFA,0,18,5000000,7000000,6000000,41480,6,7,NA
,Gonzalo Maroni,Sampdoria,No,Serie A,Italy,#20,3/18/1999,20,1.77,Midfielder ,right,NA,No,Other,Argentina,No,CONMEBOL,1,17,5000000,1310000,5000000,43608,0,0,NA
,Davide Santon,AS Roma,No,Serie A,Italy,#18,1/2/1991,28,1.87,Defender ,right,Vigo Global Sport ...,Yes,Nike,Italy,Yes,UEFA,0,17,5000000,18850000,10000000,40392,9,8,NA
,Laurent Koscielny,G. Bordeaux,No,Ligue 1,France,#6,9/10/1985,34,1.85,Defender ,right,S.C. Sports ...,Yes,Nike,France,Yes,UEFA,0,17,5000000,19000000,22000000,42409,3,51,NA
,Benedikt Howedes,Loko Moscow,Yes,Premier Liga,Russia,#5,2/29/1988,31,1.88,Defender ,right,SportsTotal,Yes,adidas,Germany,No,UEFA,0,17,5000000,8500000,18000000,41287,6,44,NA
,Nemanja Radonjic,Marseille,No,Ligue 1,France,#7,2/15/1996,23,1.85,Forward ,both,INTERNATIONAL ...,Yes,Nike,Serbia,No,UEFA,0,17,5000000,20040000,10000000,43397,1,16,NA
,Youssouf Fofana,R. Strasbourg,No,Ligue 1,France,#22,1/10/1999,20,1.76,Midfielder ,right,WBD Sports,Yes,Other,France,Yes,UEFA,0,17,5000000,0,5000000,43531,0,7,NA
Lévy Koffi Djidji,Koffi Djidji,Torino,No,Serie A,Italy,#30,11/30/1992,26,1.84,Defender ,right,no agent,Yes,Other,Cote d'Ivoire,No,CAF,0,17,5000000,4500000,5000000,43622,0,0,NA
Sergio Guardiola Navarro,Sergi Guardiola,Real Valladolid,No,LaLiga,Spain,#7,5/29/1991,28,1.85,Forward ,right,JV SPORTS SL,Yes,Other,Spain,Yes,UEFA,3,17,5000000,4500000,7500000,43293,1,0,NA
Aaron Justin Lennon,Aaron Lennon,Burnley,No,Premier League,England,#25,4/16/1987,32,1.65,Forward ,right,Base Soccer Agency ...,Yes,Other,England,Yes,UEFA,0,16,5000000,8900000,21000000,40202,9,21,NA
Stefano Okaka Chuka,Stefano Okaka,Udinese Calcio,No,Serie A,Italy,#7,8/9/1989,30,1.86,Forward ,right,Royal Project srl,Yes,Other,Italy,Yes,UEFA,3,16,5000000,9980000,7000000,42011,4,4,"Yellow card suspension - Serie Auntil Nov 25, 2019"
,Islam Slimani,Monaco,No,Ligue 1,France,#20,6/18/1988,31,1.88,Forward ,right,not clarified,Yes,Other,Algeria,No,CAF,5,15,5000000,32310000,25000000,42667,3,69,NA
,Alessandro Schopf,FC Schalke 04,No,Bundesliga,Germany,#28,2/7/1994,25,1.78,Midfielder ,right,Alliance ...,Yes,Other,Austria,No,UEFA,0,15,5000000,5400000,7500000,42773,2,22,NA
Raúl Michel Melo da Silva,Raul Silva,Braga,No,Liga NOS,Portugal,#34,11/4/1989,30,1.87,Defender ,left,Fortitude Player ...,Yes,Other,Brazil,No,CONMEBOL,17,15,5000000,2000000,5000000,43264,0,0,Knee Surgery: Return unknown
,Alessandro Murgia,SPAL,No,Serie A,Italy,#11,8/9/1996,23,1.85,Midfielder ,right,Alessandro Lucci - ...,Yes,Other,Italy,Yes,UEFA,0,15,5000000,3500000,6000000,43258,1,14,NA
Luiz Phellype Luciano Silva,Luiz Phellype,Sporting CP,No,Liga NOS,Portugal,#29,9/27/1993,26,1.88,Forward ,,Joao Alberto Malik ...,Yes,Other,Brazil,No,CONMEBOL,3,14,5000000,500000,5000000,43623,0,0,NA
